timestamp_ms,timestamp_str,lon_bd09,lat_bd09,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,speed,direction,mileage,driving_mode,driving_model,device_id,attributes,calc_speed,vehicle_id
1752893340000,2025-07-19 10:49:00.000,104.215364,35.930748,104.20876075055877,35.92500389546074,104.206102,35.925215,9.0,339.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":56,""37"":0,""48"":80,""49"":14,""224"":""AC8="",""225"":98521,""226"":56,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.897,1879347316192227300
1752893340000,2025-07-19 10:49:00.000,104.215228,35.931074,104.20862596220704,35.92532817153408,104.205967,35.925539,10.0,338.0,11885.8,1.0,1,612042023200098,"{""1"":118858,""3"":95,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":118858,""226"":95,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.818,1879353494011949000
1752893340000,2025-07-19 10:49:00.000,104.215406,35.930475,104.20880267539968,35.92473076662324,104.206144,35.924942,9.0,39.0,6667.8,1.0,1,612042023200085,"{""1"":66678,""3"":79,""37"":0,""48"":80,""49"":23,""224"":""AC8="",""225"":66678,""226"":79,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.306,1879358279721201700
1752893340000,2025-07-19 10:49:00.000,104.215365,35.930812,104.20876175262886,35.92506791000118,104.206103,35.925279,11.0,344.0,9478.7,1.0,1,612042023200080,"{""1"":94787,""3"":114,""37"":0,""48"":80,""49"":31,""224"":""AC8="",""225"":94787,""226"":114,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.528,1879364340897329200
1752893341000,2025-07-19 10:49:01.000,104.215351,35.930765,104.20874777008277,35.92501991823224,104.206089,35.925231,9.0,338.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":56,""37"":0,""48"":80,""49"":14,""224"":""AC8="",""225"":98521,""226"":56,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.131,1879347316192227300
1752893341000,2025-07-19 10:49:01.000,104.215219,35.931096,104.20861697635898,35.92535019005264,104.205958,35.925561,10.0,338.0,11885.8,1.0,1,612042023200098,"{""1"":118858,""3"":100,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":118858,""226"":100,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.579,1879353494011949000
1752893341000,2025-07-19 10:49:01.000,104.215419,35.930486,104.20881565737636,35.92474175061447,104.206157,35.924953,7.0,20.0,6667.8,1.0,1,612042023200085,"{""1"":66678,""3"":69,""37"":0,""48"":80,""49"":23,""224"":""AC8="",""225"":66678,""226"":69,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.691,1879358279721201700
1752893341000,2025-07-19 10:49:01.000,104.215353,35.930839,104.2087497712654,35.92509393382479,104.206091,35.925305,11.0,338.0,9478.7,1.0,1,612042023200080,"{""1"":94787,""3"":116,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":94787,""226"":116,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.088,1879364340897329200
1752893342000,2025-07-19 10:49:02.000,104.215342,35.930777,104.208738783653,35.925031934230006,104.20608,35.925243,9.0,338.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":55,""37"":0,""48"":80,""49"":15,""224"":""AC8="",""225"":98521,""226"":55,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.562,1879347316192227300
1752893342000,2025-07-19 10:49:02.000,104.21521,35.931119,104.20860799056818,35.925373208822506,104.205949,35.925584,9.0,339.0,11885.8,1.0,1,612042023200098,"{""1"":118858,""3"":105,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":118858,""226"":105,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.684,1879353494011949000
1752893342000,2025-07-19 10:49:02.000,104.21543,35.930499,104.20882664233208,35.92475473799447,104.206168,35.924966,7.0,20.0,6667.8,1.0,1,612042023200085,"{""1"":66678,""3"":70,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":66678,""226"":70,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.75,1879358279721201700
1752893342000,2025-07-19 10:49:02.000,104.215342,35.930862,104.20873878830722,35.92511695545778,104.20608,35.925328,8.0,348.0,9478.7,1.0,1,612042023200080,"{""1"":94787,""3"":102,""37"":0,""48"":80,""49"":30,""224"":""AC8="",""225"":94787,""226"":102,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.744,1879364340897329200
1752893343000,2025-07-19 10:49:03.000,104.21533,35.930792,104.2087268016958,35.92504695531356,104.206068,35.925258,10.0,338.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":63,""37"":0,""48"":80,""49"":14,""224"":""AC8="",""225"":98521,""226"":63,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.988,1879347316192227300
1752893343000,2025-07-19 10:49:03.000,104.2152,35.931145,104.20859800638348,35.92539922979082,104.205939,35.92561,12.0,337.0,11885.9,1.0,1,612042023200098,"{""1"":118859,""3"":110,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":118859,""226"":110,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.03,1879353494011949000
1752893343000,2025-07-19 10:49:03.000,104.215436,35.930513,104.208832634506,35.924768732838594,104.206174,35.92498,7.0,2.0,6667.8,1.0,1,612042023200085,"{""1"":66678,""3"":74,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":66678,""226"":74,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.647,1879358279721201700
1752893343000,2025-07-19 10:49:03.000,104.215333,35.930884,104.20872980242754,35.925138973954006,104.206071,35.92535,11.0,343.0,9478.7,1.0,1,612042023200080,"{""1"":94787,""3"":112,""37"":0,""48"":80,""49"":27,""224"":""AC8="",""225"":94787,""226"":112,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.579,1879364340897329200
1752893344000,2025-07-19 10:49:04.000,104.215321,35.930802,104.2087178151624,35.925056970816264,104.206059,35.925268,10.0,336.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":71,""37"":0,""48"":80,""49"":14,""224"":""AC8="",""225"":98521,""226"":71,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.377,1879347316192227300
1752893344000,2025-07-19 10:49:04.000,104.215187,35.931174,104.20858502668514,35.92542825585487,104.205926,35.925639,13.0,338.0,11885.9,1.0,1,612042023200098,"{""1"":118859,""3"":115,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":118859,""226"":115,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.433,1879353494011949000
1752893344000,2025-07-19 10:49:04.000,104.215439,35.930529,104.20883563108616,35.92478473250994,104.206177,35.924996,8.0,358.0,6667.8,1.0,1,612042023200085,"{""1"":66678,""3"":69,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":66678,""226"":69,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.799,1879358279721201700
1752893344000,2025-07-19 10:49:04.000,104.215323,35.93091,104.20871981820494,35.9251649948958,104.206061,35.925376,11.0,339.0,9478.7,1.0,1,612042023200080,"{""1"":94787,""3"":121,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":94787,""226"":121,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.03,1879364340897329200
1752893345000,2025-07-19 10:49:05.000,104.215308,35.930819,104.20870483475852,35.92507399385067,104.206046,35.925285,11.0,336.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":72,""37"":0,""48"":80,""49"":15,""224"":""AC8="",""225"":98521,""226"":72,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.225,1879347316192227300
1752893345000,2025-07-19 10:49:05.000,104.215174,35.931203,104.20857204699205,35.92545728192258,104.205913,35.925668,12.0,341.0,11885.9,1.0,1,612042023200098,"{""1"":118859,""3"":117,""37"":0,""48"":80,""49"":20,""224"":""AC8="",""225"":118859,""226"":117,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.433,1879353494011949000
1752893345000,2025-07-19 10:49:05.000,104.215439,35.930541,104.20883563174318,35.92479673550853,104.206177,35.925008,7.0,345.0,6667.8,1.0,1,612042023200085,"{""1"":66678,""3"":53,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":66678,""226"":53,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.335,1879358279721201700
1752893345000,2025-07-19 10:49:05.000,104.215311,35.930938,104.20870783696668,35.925193019229745,104.206049,35.925404,13.0,345.0,9478.7,1.0,1,612042023200080,"{""1"":94787,""3"":126,""37"":0,""48"":80,""49"":27,""224"":""AC8="",""225"":94787,""226"":126,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.298,1879364340897329200
1752893346000,2025-07-19 10:49:06.000,104.215299,35.930834,104.20869584850504,35.925089010606705,104.206037,35.9253,11.0,335.0,9852.1,1.0,1,612042023200066,"{""1"":98521,""3"":70,""37"":0,""48"":80,""49"":15,""224"":""AC8="",""225"":98521,""226"":70,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.856,1879347316192227300
1752893346000,2025-07-19 10:49:06.000,104.215165,35.931232,104.2085630614876,35.92548530194868,104.205904,35.925696,12.0,345.0,11885.9,1.0,1,612042023200098,"{""1"":118859,""3"":116,""37"":0,""48"":80,""49"":20,""224"":""AC8="",""225"":118859,""226"":116,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.219,1879353494011949000
